"RPC call failed, connection timed out after %time_out.","Error en la llamada RPC, se ha agotado el tiempo de espera después de %time_out."
"Message has been rejected: %1","Mensaje ha sido rechazado: %1"
"Error while checking if topic is synchronous","Error al comprobar si el tema es sincrónico"
