"We can't find the role for the user you wanted.","No se puede encontrar el role para el usuario deseado."
"Something went wrong while compiling a list of allowed resources. You can find out more in the exceptions log.","Algo salió mal mientras se compila una lista de recursos permitidos. Usted puede encontrar más información en el registro de excepciones."
